complex.id	complex.name	organism	protein.members
143	APBB1-APP695-LRP1 complex	Human	APBB1
143	APBB1-APP695-LRP1 complex	Human	APP
143	APBB1-APP695-LRP1 complex	Human	LRP1
144	Gamma-BAR-AP1 complex	Human	AP1AR
144	Gamma-BAR-AP1 complex	Human	AP1B1
144	Gamma-BAR-AP1 complex	Human	AP1G1
144	Gamma-BAR-AP1 complex	Human	AP1G2
144	Gamma-BAR-AP1 complex	Human	AP1M1
144	Gamma-BAR-AP1 complex	Human	AP1M2
144	Gamma-BAR-AP1 complex	Human	AP1S1
144	Gamma-BAR-AP1 complex	Human	AP1S2
144	Gamma-BAR-AP1 complex	Human	AP1S3
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	CCT2
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	CCT3
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	CCT4
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	CCT5
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	CCT6A
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	CCT7
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	CCT8
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	PFDN1
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	PFDN2
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	PFDN4
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	PFDN5
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	PFDN6
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	TCP1
145	CCT-Prefoldin complex, CCT6A variant	Mammalia	VBP1
146	Src-dynamin-synapsin complex	Mouse	Dnm1
146	Src-dynamin-synapsin complex	Mouse	Src
146	Src-dynamin-synapsin complex	Mouse	Syn1
147	Src-dynamin-synapsin complex	Rat	Dnm1
147	Src-dynamin-synapsin complex	Rat	Src
147	Src-dynamin-synapsin complex	Rat	Syn1
148	Src-dynamin-synapsin-alpha-adaptin complex	Rat	Ap2a2
148	Src-dynamin-synapsin-alpha-adaptin complex	Rat	Dnm1
148	Src-dynamin-synapsin-alpha-adaptin complex	Rat	Src
148	Src-dynamin-synapsin-alpha-adaptin complex	Rat	Syn1
149	PBAF complex (Polybromo- and BAF containing complex)	Human	ACTB
149	PBAF complex (Polybromo- and BAF containing complex)	Human	ACTL6A
149	PBAF complex (Polybromo- and BAF containing complex)	Human	ARID2
149	PBAF complex (Polybromo- and BAF containing complex)	Human	PBRM1
149	PBAF complex (Polybromo- and BAF containing complex)	Human	SMARCA4
149	PBAF complex (Polybromo- and BAF containing complex)	Human	SMARCB1
149	PBAF complex (Polybromo- and BAF containing complex)	Human	SMARCC1
149	PBAF complex (Polybromo- and BAF containing complex)	Human	SMARCC2
149	PBAF complex (Polybromo- and BAF containing complex)	Human	SMARCD1
149	PBAF complex (Polybromo- and BAF containing complex)	Human	SMARCE1
150	CCT complex (chaperonin containing TCP1 complex, CCT6B variant), testis specific	Bovine	CCT2
150	CCT complex (chaperonin containing TCP1 complex, CCT6B variant), testis specific	Bovine	CCT3
150	CCT complex (chaperonin containing TCP1 complex, CCT6B variant), testis specific	Bovine	CCT4
150	CCT complex (chaperonin containing TCP1 complex, CCT6B variant), testis specific	Bovine	CCT5
150	CCT complex (chaperonin containing TCP1 complex, CCT6B variant), testis specific	Bovine	CCT6B
150	CCT complex (chaperonin containing TCP1 complex, CCT6B variant), testis specific	Bovine	CCT7
150	CCT complex (chaperonin containing TCP1 complex, CCT6B variant), testis specific	Bovine	CCT8
150	CCT complex (chaperonin containing TCP1 complex, CCT6B variant), testis specific	Bovine	TCP1
152	TFIIE complex	Human	GTF2E1
152	TFIIE complex	Human	GTF2E2
153	TFIIF complex (transcription factor IIF)	Human	GTF2F1
153	TFIIF complex (transcription factor IIF)	Human	GTF2F2
154	Crebbp-Ep300-Ncoa1 complex	Mouse	Crebbp
154	Crebbp-Ep300-Ncoa1 complex	Mouse	Ep300
154	Crebbp-Ep300-Ncoa1 complex	Mouse	Ncoa1
155	TFIID complex	Human	TAF1
155	TFIID complex	Human	TAF10
155	TFIID complex	Human	TAF11
155	TFIID complex	Human	TAF2
155	TFIID complex	Human	TAF4
155	TFIID complex	Human	TAF5
155	TFIID complex	Human	TAF6
155	TFIID complex	Human	TAF9
155	TFIID complex	Human	TBP
156	Retrotranslocation complex	Human	DERL1
156	Retrotranslocation complex	Human	GEMIN4
156	Retrotranslocation complex	Human	SYVN1
158	ATP synthasome	Rat	Atp5f1a
158	ATP synthasome	Rat	Atp5f1b
158	ATP synthasome	Rat	Atp5f1c
158	ATP synthasome	Rat	Atp5f1d
158	ATP synthasome	Rat	Atp5f1e
158	ATP synthasome	Rat	Atp5mc1
158	ATP synthasome	Rat	Atp5mc2
158	ATP synthasome	Rat	Atp5mc3
158	ATP synthasome	Rat	Atp5me
158	ATP synthasome	Rat	Atp5pb
158	ATP synthasome	Rat	Atp5pd
158	ATP synthasome	Rat	Atp5pf
158	ATP synthasome	Rat	Atp5po
158	ATP synthasome	Rat	Mt-atp6
158	ATP synthasome	Rat	Mt-atp8
158	ATP synthasome	Rat	Slc25a3
158	ATP synthasome	Rat	Slc25a5
159	Condensin I-PARP-1-XRCC1 complex	Human	NCAPD2
159	Condensin I-PARP-1-XRCC1 complex	Human	NCAPG
159	Condensin I-PARP-1-XRCC1 complex	Human	NCAPH
159	Condensin I-PARP-1-XRCC1 complex	Human	PARP1
159	Condensin I-PARP-1-XRCC1 complex	Human	SMC2
159	Condensin I-PARP-1-XRCC1 complex	Human	SMC4
159	Condensin I-PARP-1-XRCC1 complex	Human	XRCC1
160	Condensin II	Human	NCAPD3
160	Condensin II	Human	NCAPG2
160	Condensin II	Human	NCAPH2
160	Condensin II	Human	SMC2
160	Condensin II	Human	SMC4
161	SWAP complex	Mouse	Ncl
161	SWAP complex	Mouse	Npm1
161	SWAP complex	Mouse	Parp1
161	SWAP complex	Mouse	Swap70
162	COG complex	Human	COG1
162	COG complex	Human	COG2
162	COG complex	Human	COG3
162	COG complex	Human	COG4
162	COG complex	Human	COG5
162	COG complex	Human	COG6
162	COG complex	Human	COG7
162	COG complex	Human	COG8
164	Cohesin-SA1 complex	Human	RAD21
164	Cohesin-SA1 complex	Human	SMC1A
164	Cohesin-SA1 complex	Human	SMC3
164	Cohesin-SA1 complex	Human	STAG1
166	Cohesin-SA2 complex	Human	RAD21
166	Cohesin-SA2 complex	Human	SMC1A
166	Cohesin-SA2 complex	Human	SMC3
166	Cohesin-SA2 complex	Human	STAG2
168	Protein-sorting ternary complex (EPS15, HGS, STAM2)	Human	EPS15
168	Protein-sorting ternary complex (EPS15, HGS, STAM2)	Human	HGS
168	Protein-sorting ternary complex (EPS15, HGS, STAM2)	Human	STAM2
169	Protein-sorting ternary complex (EPS15, HGS, STAM1)	Human	EPS15
169	Protein-sorting ternary complex (EPS15, HGS, STAM1)	Human	HGS
169	Protein-sorting ternary complex (EPS15, HGS, STAM1)	Human	STAM
171	Ric-8A G(i) alpha-2 subunit complex	Rat	Gnai2
171	Ric-8A G(i) alpha-2 subunit complex	Rat	Ric8a
173	MRN complex	Human	MRE11
173	MRN complex	Human	NBN
173	MRN complex	Human	RAD50
174	Ric-8A G(i) alpha-1 subunit complex	Rat	Gnai1
174	Ric-8A G(i) alpha-1 subunit complex	Rat	Ric8a
175	Ric-8A G(q) alpha subunit complex	Rat	Gnaq
175	Ric-8A G(q) alpha subunit complex	Rat	Ric8a
176	Ric-8A G alpha 13 complex	Rat	Gna13
176	Ric-8A G alpha 13 complex	Rat	Ric8a
177	OGT-TRAK1-TRAK2 complex	Rat	Ogt
177	OGT-TRAK1-TRAK2 complex	Rat	Trak1
177	OGT-TRAK1-TRAK2 complex	Rat	Trak2
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	MT-ND1
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	MT-ND2
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	MT-ND3
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	MT-ND4L
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	MT-ND5
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	MT-ND6
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA1
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA10
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA11
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA12
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA13
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA2
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA3
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA4
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA5
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA6
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA7
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA8
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFA9
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFAB1
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFB1
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFB10
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFB11
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFB2
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFB3
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFB4
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFB5
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFB6
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFB7
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFB8
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFB9
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFC1
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFC2
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFS1
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFS2
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFS3
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFS4
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFS5
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFS6
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFS7
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFS8
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFV1
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFV2
178	Respiratory chain complex I (holoenzyme), mitochondrial	Human	NDUFV3
179	Nephrin multiprotein complex	Rat	Actn1
179	Nephrin multiprotein complex	Rat	Cask
179	Nephrin multiprotein complex	Rat	Iqgap1
179	Nephrin multiprotein complex	Rat	Magi2
179	Nephrin multiprotein complex	Rat	Nphs1
179	Nephrin multiprotein complex	Rat	Sptan1
179	Nephrin multiprotein complex	Rat	Sptbn1
180	PNUTS-PPP1CA complex	Human	PPP1CA
180	PNUTS-PPP1CA complex	Human	PPP1R10
181	26S proteasome	Human	PSMA1
181	26S proteasome	Human	PSMA2
181	26S proteasome	Human	PSMA3
181	26S proteasome	Human	PSMA4
181	26S proteasome	Human	PSMA5
181	26S proteasome	Human	PSMA6
181	26S proteasome	Human	PSMA7
181	26S proteasome	Human	PSMB1
181	26S proteasome	Human	PSMB2
181	26S proteasome	Human	PSMB3
181	26S proteasome	Human	PSMB4
181	26S proteasome	Human	PSMB5
181	26S proteasome	Human	PSMB6
181	26S proteasome	Human	PSMB7
181	26S proteasome	Human	PSMC1
181	26S proteasome	Human	PSMC2
181	26S proteasome	Human	PSMC3
181	26S proteasome	Human	PSMC4
181	26S proteasome	Human	PSMC5
181	26S proteasome	Human	PSMC6
181	26S proteasome	Human	PSMD13
181	26S proteasome	Human	PSMD4
182	Synaptotagmin-sodium channel complex (Syt1-Scn1a-Scn1b)	Rat	Scn1a
182	Synaptotagmin-sodium channel complex (Syt1-Scn1a-Scn1b)	Rat	Scn1b
182	Synaptotagmin-sodium channel complex (Syt1-Scn1a-Scn1b)	Rat	Syt1
183	Synaptotagmin-sodium channel complex (Syt2-Scn1a-Scn1b)	Rat	Scn1a
183	Synaptotagmin-sodium channel complex (Syt2-Scn1a-Scn1b)	Rat	Scn1b
183	Synaptotagmin-sodium channel complex (Syt2-Scn1a-Scn1b)	Rat	Syt2
184	Synaptotagmin-sodium channel complex  (Syt1-Scn2a-Scn1b)	Rat	Scn1b
184	Synaptotagmin-sodium channel complex  (Syt1-Scn2a-Scn1b)	Rat	Scn2a
184	Synaptotagmin-sodium channel complex  (Syt1-Scn2a-Scn1b)	Rat	Syt1
185	Synaptotagmin-sodium channel complex (Syt2-Scn2a-Scn1b)	Rat	Scn1b
185	Synaptotagmin-sodium channel complex (Syt2-Scn2a-Scn1b)	Rat	Scn2a
185	Synaptotagmin-sodium channel complex (Syt2-Scn2a-Scn1b)	Rat	Syt2
186	WAVE2 complex	Human	ABI1
186	WAVE2 complex	Human	BRK1
186	WAVE2 complex	Human	CYFIP1
186	WAVE2 complex	Human	NCKAP1
186	WAVE2 complex	Human	WASF2
187	Wave-2 complex (Rac-activated)	Mouse	Abi1
187	Wave-2 complex (Rac-activated)	Mouse	Cyfip1
187	Wave-2 complex (Rac-activated)	Mouse	Nckap1
187	Wave-2 complex (Rac-activated)	Mouse	Rac1
187	Wave-2 complex (Rac-activated)	Mouse	Wasf2
188	Wave-2 complex	Mouse	Abi1
188	Wave-2 complex	Mouse	Cyfip1
188	Wave-2 complex	Mouse	Nckap1
188	Wave-2 complex	Mouse	Wasf2
189	BAF complex	Human	ACTB
189	BAF complex	Human	ACTG1
189	BAF complex	Human	ACTL6A
189	BAF complex	Human	ACTL6B
189	BAF complex	Human	ARID1A
189	BAF complex	Human	ARID1B
189	BAF complex	Human	SMARCA2
189	BAF complex	Human	SMARCA4
189	BAF complex	Human	SMARCB1
189	BAF complex	Human	SMARCC1
189	BAF complex	Human	SMARCC2
189	BAF complex	Human	SMARCD1
189	BAF complex	Human	SMARCE1
190	Mitotic checkpoint complex	Human	BUB1B
190	Mitotic checkpoint complex	Human	BUB3
190	Mitotic checkpoint complex	Human	CDC20
190	Mitotic checkpoint complex	Human	MAD2L1
192	PA28-20S proteasome	Human	PSMA1
192	PA28-20S proteasome	Human	PSMA2
192	PA28-20S proteasome	Human	PSMA3
192	PA28-20S proteasome	Human	PSMA4
192	PA28-20S proteasome	Human	PSMA5
192	PA28-20S proteasome	Human	PSMA6
192	PA28-20S proteasome	Human	PSMA7
192	PA28-20S proteasome	Human	PSMB1
192	PA28-20S proteasome	Human	PSMB2
192	PA28-20S proteasome	Human	PSMB3
192	PA28-20S proteasome	Human	PSMB4
192	PA28-20S proteasome	Human	PSMB5
192	PA28-20S proteasome	Human	PSMB6
192	PA28-20S proteasome	Human	PSMB7
192	PA28-20S proteasome	Human	PSME1
192	PA28-20S proteasome	Human	PSME2
193	PA700-20S-PA28 complex	Human	PSMA1
193	PA700-20S-PA28 complex	Human	PSMA2
193	PA700-20S-PA28 complex	Human	PSMA3
193	PA700-20S-PA28 complex	Human	PSMA4
193	PA700-20S-PA28 complex	Human	PSMA5
193	PA700-20S-PA28 complex	Human	PSMA6
193	PA700-20S-PA28 complex	Human	PSMA7
193	PA700-20S-PA28 complex	Human	PSMB1
193	PA700-20S-PA28 complex	Human	PSMB2
193	PA700-20S-PA28 complex	Human	PSMB3
193	PA700-20S-PA28 complex	Human	PSMB4
193	PA700-20S-PA28 complex	Human	PSMB5
193	PA700-20S-PA28 complex	Human	PSMB6
193	PA700-20S-PA28 complex	Human	PSMB7
193	PA700-20S-PA28 complex	Human	PSMC1
193	PA700-20S-PA28 complex	Human	PSMC2
193	PA700-20S-PA28 complex	Human	PSMC3
193	PA700-20S-PA28 complex	Human	PSMC4
193	PA700-20S-PA28 complex	Human	PSMC5
193	PA700-20S-PA28 complex	Human	PSMC6
193	PA700-20S-PA28 complex	Human	PSMD1
193	PA700-20S-PA28 complex	Human	PSMD10
193	PA700-20S-PA28 complex	Human	PSMD11
193	PA700-20S-PA28 complex	Human	PSMD12
193	PA700-20S-PA28 complex	Human	PSMD13
193	PA700-20S-PA28 complex	Human	PSMD14
193	PA700-20S-PA28 complex	Human	PSMD2
193	PA700-20S-PA28 complex	Human	PSMD3
193	PA700-20S-PA28 complex	Human	PSMD4
193	PA700-20S-PA28 complex	Human	PSMD5
193	PA700-20S-PA28 complex	Human	PSMD6
193	PA700-20S-PA28 complex	Human	PSMD7
193	PA700-20S-PA28 complex	Human	PSMD8
193	PA700-20S-PA28 complex	Human	PSMD9
193	PA700-20S-PA28 complex	Human	PSME1
193	PA700-20S-PA28 complex	Human	PSME2
194	PA28gamma-20S proteasome	Human	PSMA1
194	PA28gamma-20S proteasome	Human	PSMA2
194	PA28gamma-20S proteasome	Human	PSMA3
194	PA28gamma-20S proteasome	Human	PSMA4
194	PA28gamma-20S proteasome	Human	PSMA5
194	PA28gamma-20S proteasome	Human	PSMA6
194	PA28gamma-20S proteasome	Human	PSMA7
194	PA28gamma-20S proteasome	Human	PSMB1
194	PA28gamma-20S proteasome	Human	PSMB2
194	PA28gamma-20S proteasome	Human	PSMB3
194	PA28gamma-20S proteasome	Human	PSMB4
194	PA28gamma-20S proteasome	Human	PSMB5
194	PA28gamma-20S proteasome	Human	PSMB6
194	PA28gamma-20S proteasome	Human	PSMB7
194	PA28gamma-20S proteasome	Human	PSME3
195	Ubiquitin E3 ligase (Lrrc41, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Cul5
195	Ubiquitin E3 ligase (Lrrc41, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Elob
195	Ubiquitin E3 ligase (Lrrc41, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Eloc
195	Ubiquitin E3 ligase (Lrrc41, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Lrrc41
195	Ubiquitin E3 ligase (Lrrc41, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Rbx1
196	Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Cul5
196	Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Elob
196	Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Eloc
196	Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Rbx1
196	Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Vhl
198	Ubiquitin E3 ligase (Tceb1, Tceb2, Tceb3, Cul5, Rbx1)	Rat	Cul5
198	Ubiquitin E3 ligase (Tceb1, Tceb2, Tceb3, Cul5, Rbx1)	Rat	Eloa
198	Ubiquitin E3 ligase (Tceb1, Tceb2, Tceb3, Cul5, Rbx1)	Rat	Elob
198	Ubiquitin E3 ligase (Tceb1, Tceb2, Tceb3, Cul5, Rbx1)	Rat	Eloc
198	Ubiquitin E3 ligase (Tceb1, Tceb2, Tceb3, Cul5, Rbx1)	Rat	Rbx1
199	Ubiquitin E3 ligase (Socs1, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Cul5
199	Ubiquitin E3 ligase (Socs1, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Elob
199	Ubiquitin E3 ligase (Socs1, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Eloc
199	Ubiquitin E3 ligase (Socs1, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Rbx1
199	Ubiquitin E3 ligase (Socs1, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Socs1
200	Ubiquitin E3 ligase (Wsb1, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Cul5
200	Ubiquitin E3 ligase (Wsb1, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Elob
200	Ubiquitin E3 ligase (Wsb1, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Eloc
200	Ubiquitin E3 ligase (Wsb1, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Rbx1
200	Ubiquitin E3 ligase (Wsb1, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Wsb1
201	HUIC complex	Human	BARD1
201	HUIC complex	Human	BRCA1
203	Ubiquitin E3 ligase (Med8, Tceb1, Tceb2, Cul2, Rbx1)	Rat	Cul2
203	Ubiquitin E3 ligase (Med8, Tceb1, Tceb2, Cul2, Rbx1)	Rat	Elob
203	Ubiquitin E3 ligase (Med8, Tceb1, Tceb2, Cul2, Rbx1)	Rat	Eloc
203	Ubiquitin E3 ligase (Med8, Tceb1, Tceb2, Cul2, Rbx1)	Rat	Med8
203	Ubiquitin E3 ligase (Med8, Tceb1, Tceb2, Cul2, Rbx1)	Rat	Rbx1
204	Ubiquitin E3 ligase (Asb2, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Asb2
204	Ubiquitin E3 ligase (Asb2, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Cul5
204	Ubiquitin E3 ligase (Asb2, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Elob
204	Ubiquitin E3 ligase (Asb2, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Eloc
204	Ubiquitin E3 ligase (Asb2, Tceb1, Tceb2, Cul5, Rbx1)	Rat	Rbx1
205	Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	Human	CUL2
205	Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	Human	ELOB
205	Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	Human	ELOC
205	Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	Human	RBX1
205	Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	Human	VHL
207	Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	Human	ASB2
207	Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	Human	CUL5
207	Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	Human	ELOB
207	Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	Human	ELOC
207	Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	Human	RNF7
208	Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	Human	ASB1
208	Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	Human	CUL5
208	Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	Human	ELOB
208	Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	Human	ELOC
208	Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	Human	RNF7
209	Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	Human	ASB6
209	Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	Human	CUL5
209	Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	Human	ELOB
209	Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	Human	ELOC
209	Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	Human	RNF7
210	Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	Human	ASB7
210	Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	Human	CUL5
210	Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	Human	ELOB
210	Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	Human	ELOC
210	Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	Human	RNF7
211	Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	Human	ASB12
211	Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	Human	CUL5
211	Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	Human	ELOB
211	Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	Human	ELOC
211	Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	Human	RNF7
213	DNA ligase IV-XRCC1 complex	Human	LIG4
213	DNA ligase IV-XRCC1 complex	Human	XRCC1
214	Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	Human	CUL5
214	Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	Human	ELOB
214	Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	Human	ELOC
214	Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	Human	RBX1
214	Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	Human	WSB1
216	PDZK1-NaPiIIa-MAP17 complex	Mouse	Pdzk1
216	PDZK1-NaPiIIa-MAP17 complex	Mouse	Pdzk1ip1
216	PDZK1-NaPiIIa-MAP17 complex	Mouse	Slc34a1
218	CRSP complex	Human	MED1
218	CRSP complex	Human	MED14
218	CRSP complex	Human	MED17
218	CRSP complex	Human	MED23
218	CRSP complex	Human	MED24
218	CRSP complex	Human	MED26
218	CRSP complex	Human	MED27
218	CRSP complex	Human	MED7
219	CAND1-CUL1-RBX1 complex	Human	CAND1
219	CAND1-CUL1-RBX1 complex	Human	CUL1
219	CAND1-CUL1-RBX1 complex	Human	RBX1
220	ARF-Mule complex	Human	CDKN2A
220	ARF-Mule complex	Human	HUWE1
220	ARF-Mule complex	Human	NPM1
221	CAND1-CUL2-RBX1 complex	Human	CAND1
221	CAND1-CUL2-RBX1 complex	Human	CUL2
221	CAND1-CUL2-RBX1 complex	Human	RBX1
222	CAND1-CUL3-RBX1 complex	Human	CAND1
222	CAND1-CUL3-RBX1 complex	Human	CUL3
222	CAND1-CUL3-RBX1 complex	Human	RBX1
223	CAND1-CUL4A-RBX1 complex	Human	CAND1
223	CAND1-CUL4A-RBX1 complex	Human	CUL4A
223	CAND1-CUL4A-RBX1 complex	Human	RBX1
224	CAND1-CUL4B-RBX1 complex	Human	CAND1
224	CAND1-CUL4B-RBX1 complex	Human	CUL4B
224	CAND1-CUL4B-RBX1 complex	Human	RBX1
226	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)	Human	CUL1
226	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)	Human	SKP1
226	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)	Human	SKP2
227	Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)	Human	BTRC
227	Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)	Human	CUL1
227	Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)	Human	SKP1
228	SMCC complex	Human	CCNC
228	SMCC complex	Human	CDK8
228	SMCC complex	Human	MED1
228	SMCC complex	Human	MED14
228	SMCC complex	Human	MED21
228	SMCC complex	Human	MED24
228	SMCC complex	Human	MED31
228	SMCC complex	Human	MED6
229	NAT complex	Human	CCNC
229	NAT complex	Human	CDK8
229	NAT complex	Human	MED10
229	NAT complex	Human	MED14
